cluster_id,risk_score,risk_level,false_alarm_indicator,classification_label,alert_priority,recommended_action,nearest_station_name,station_distance_km,station_available,alert_rationale
1098,23.5,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire And Rescue Service Station,10.75,True,Low Risk Index representing routine thermal baseline.
1099,56.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1100,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1101,26.5,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Virudhunagar Fire Station,14.57,True,Low Risk Index representing routine thermal baseline.
1102,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),7.65,True,Low Risk Index representing routine thermal baseline.
1103,79.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (79.0) combined with high evidence reliability (Low False-Alarm Concern).
1104,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Airport Fire Station (16.6 km away).,Airport Fire Station,16.6,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1105,100.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Surandai Fire Station (32.4 km away).,Surandai Fire Station,32.4,True,High Risk Index (100.0) combined with high evidence reliability (Low False-Alarm Concern).
1106,34.0,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1107,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),8.89,True,Low Risk Index representing routine thermal baseline.
1108,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),30.94,True,Low Risk Index representing routine thermal baseline.
1109,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),40.7,True,Low Risk Index representing routine thermal baseline.
1110,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Jorhat Fire Station,29.33,True,Low Risk Index representing routine thermal baseline.
1111,41.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1112,27.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1113,70.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (70.0) combined with high evidence reliability (Low False-Alarm Concern).
1114,42.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1115,79.0,HIGH,LOW,Agricultural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (79.0) combined with high evidence reliability (Low False-Alarm Concern).
1116,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1117,20.4,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1118,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1119,27.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1120,15.3,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1121,27.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Jaynagar Fire Station,34.06,True,Low Risk Index representing routine thermal baseline.
1122,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1123,30.6,MEDIUM,MEDIUM,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1124,50.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1125,27.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1126,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1127,42.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1128,79.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Asansol Fire Station (18.4 km away).,Asansol Fire Station,18.45,True,High Risk Index (79.0) combined with high evidence reliability (Low False-Alarm Concern).
1129,79.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Fire station (unnamed) (38.9 km away).,Fire station (unnamed),38.92,True,High Risk Index (79.0) combined with high evidence reliability (Low False-Alarm Concern).
1130,73.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Asansol Fire Station (14.4 km away).,Asansol Fire Station,14.41,True,High Risk Index (73.0) combined with high evidence reliability (Low False-Alarm Concern).
1131,65.0,HIGH,LOW,Forest/Natural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Fire station (unnamed) (43.4 km away).,Fire station (unnamed),43.37,True,High Risk Index (65.0) combined with high evidence reliability (Low False-Alarm Concern).
1132,79.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Fire station (unnamed) (44.7 km away).,Fire station (unnamed),44.69,True,High Risk Index (79.0) combined with high evidence reliability (Low False-Alarm Concern).
1133,79.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Fire station (unnamed) (49.8 km away).,Fire station (unnamed),49.83,True,High Risk Index (79.0) combined with high evidence reliability (Low False-Alarm Concern).
1134,27.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1135,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),23.73,True,Low Risk Index representing routine thermal baseline.
1136,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),30.58,True,Low Risk Index representing routine thermal baseline.
1137,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,26.75,True,Low Risk Index representing routine thermal baseline.
1138,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),19.16,True,Low Risk Index representing routine thermal baseline.
1139,79.0,HIGH,LOW,Industrial-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (79.0) combined with high evidence reliability (Low False-Alarm Concern).
1140,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),3.42,True,Low Risk Index representing routine thermal baseline.
1141,27.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Asansol Fire Station,17.57,True,Low Risk Index representing routine thermal baseline.
1142,56.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (49.2 km away).,Fire station (unnamed),49.17,True,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1143,50.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (50.0 km away).,Fire station (unnamed),49.96,True,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1144,50.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1145,41.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1146,22.9,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Kottavalasa Fire Station,7.59,True,Low Risk Index representing routine thermal baseline.
1147,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1148,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1149,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),30.75,True,Low Risk Index representing routine thermal baseline.
1150,85.0,HIGH,LOW,Unknown / Insufficient Evidence,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Rasayani Fire Station (26.3 km away).,Rasayani Fire Station,26.29,True,High Risk Index (85.0) combined with high evidence reliability (Low False-Alarm Concern).
1151,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1152,38.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Sattur Fire Station (37.6 km away).,Sattur Fire Station,37.61,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
