cluster_id,classification_label,classification_score,classification_rationale,active_days,persistence_category,max_bright_ti4,bt_diff_max,max_frp,movement_status,total_movement_distance_km,osm_facility_type,osm_facility_name,osm_distance_km,osm_query_status,land_cover_class,satellite_image_available,predicted_landcover_class,prediction_confidence,observation_status
1159,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,340.74,46.96,4.3,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 74.1%, threshold: 30.0%)"
1160,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,331.16,32.73,2.27,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.344,Satellite CNN prediction: SeaLake (confidence: 0.34)
1161,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,333.92,34.25,1.92,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.9769,Satellite CNN prediction: SeaLake (confidence: 0.98)
1162,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,343.95,40.94,4.05,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.9464,Satellite CNN prediction: SeaLake (confidence: 0.95)
1163,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=9.9 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,342.36,41.28,9.86,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,Forest,0.4544,Satellite CNN prediction: Forest (confidence: 0.45)
1164,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,333.84,41.62,3.09,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)"
1165,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,333.73,36.23,1.71,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 82.4%, threshold: 30.0%)"
1166,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=6.7 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,336.28,44.14,6.71,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 89.2%, threshold: 30.0%)"
1167,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,336.72,45.91,4.74,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 100.0%, threshold: 30.0%)"
1168,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,332.49,40.97,2.44,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 89.2%, threshold: 30.0%)"
1169,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,330.16,32.97,2.5,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 69.2%, threshold: 30.0%)"
1170,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,331.69,38.85,3.58,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 85.5%, threshold: 30.0%)"
1171,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,332.05,32.95,4.22,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 89.9%, threshold: 30.0%)"
1172,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.1 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,337.63,44.28,5.12,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 60.8%, threshold: 30.0%)"
1173,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,334.34,34.15,4.39,INSUFFICIENT_DATA,0.0,industrial,none,1.181,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 82.6%, threshold: 30.0%)"
1174,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,337.93,43.62,3.01,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 73.6%, threshold: 30.0%)"
1175,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.8 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,330.09,28.89,5.84,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,Forest,0.4296,Satellite CNN prediction: Forest (confidence: 0.43)
1176,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.31,21.1,3.33,INSUFFICIENT_DATA,0.0,works,none,0.531,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 59.1%, threshold: 30.0%)"
1177,Industrial-context thermal event,1.0,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=6)
- activity is spatially stationary (displacement=0.31 km)
- high spectral brightness temperature contrast (bt_diff=52.0 K)
- industrial facility detected nearby (works at 0.89 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",6,persistent,343.58,52.05,14.28,STATIONARY,0.308,works,none,0.887,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.5%, threshold: 30.0%)"
1178,Industrial-context thermal event,0.85,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.24 km)
- high spectral brightness temperature contrast (bt_diff=42.1 K)
- industrial facility detected nearby (mine at 0.57 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,332.83,42.07,8.73,STATIONARY,0.243,mine,none,0.572,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)"
1179,Industrial-context thermal event,0.8,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=4)
- activity is spatially stationary (displacement=0.28 km)
- industrial facility detected nearby (industrial at 0.04 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",4,short_lived_repeated,315.01,25.94,1.53,STATIONARY,0.281,industrial,none,0.036,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)"
1180,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.36 km)
- industrial facility detected nearby (brickyard at 1.21 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,307.31,18.5,1.88,STATIONARY,0.363,brickyard,none,1.214,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.5%, threshold: 30.0%)"
1181,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.14,18.61,1.4,INSUFFICIENT_DATA,0.0,cooling,none,1.305,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)"
1182,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,322.14,31.13,2.69,STATIONARY,0.213,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)"
1183,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.57,15.7,0.87,INSUFFICIENT_DATA,0.0,brickyard,none,1.559,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)"
1184,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,311.53,24.3,1.73,STATIONARY,0.257,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)"
1185,Forest/Natural-context thermal event,0.55,"Forest/Natural-context thermal event
Supporting evidence:
- active spatial displacement observed (movement=0.64 km)
- multi-day active fire duration
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,315.62,26.87,3.36,MOVING,0.64,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1186,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN",1,isolated,314.35,24.03,2.32,INSUFFICIENT_DATA,0.0,industrial,none,0.37,found,UNKNOWN,True,SeaLake,0.9816,Satellite CNN prediction: SeaLake (confidence: 0.98)
1187,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,307.28,21.63,2.91,INSUFFICIENT_DATA,0.0,industrial,Bhushan Power & Steel,0.673,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.8%, threshold: 30.0%)"
1188,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,300.29,17.22,0.27,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.7%, threshold: 30.0%)"
1189,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,296.81,15.85,1.43,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 96.6%, threshold: 30.0%)"
1190,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=8.7 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,314.69,32.69,8.66,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 64.6%, threshold: 30.0%)"
1191,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,303.84,23.56,1.13,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 59.6%, threshold: 30.0%)"
